session_day_et,symbol,buy_signal_ts,entry_ts,entry_px,sell_signal_ts,natural_exit_reason,natural_return_pct,max_down_pct,max_up_pct,fixed_5_reached,fixed_8_reached,fixed_10_reached,scale_50_at_5_50_at_8_return_pct,scale_exit_reason,scale_trail_return_pct,scale_trail_exit_reason,decision_gap_minutes
2026-09-01,BIAF,2026-09-01T15:32:00+00:00,2026-09-01T15:32:00.033934+00:00,6.6,2026-09-01T15:53:00+00:00,atr_sell,-3.0303,-4.2424,7.8788,True,False,False,0.9848,atr_sell,5.303,trail,1.0
2026-09-01,BIAF,2026-09-01T16:43:00+00:00,2026-09-01T16:43:00.089111+00:00,6.59,2026-09-01T17:53:00+00:00,atr_sell,-1.214,-4.0971,6.9803,True,False,False,1.893,atr_sell,4.1692,trail,1.0
2026-09-01,BIAF,2026-09-01T18:50:00+00:00,2026-09-01T18:50:01.023077+00:00,6.84,2026-09-01T19:55:00+00:00,atr_sell,-4.5322,-4.6784,1.0234,False,False,False,-4.5322,atr_sell,-4.5322,atr_sell,1.0
2026-08-24,BTCT,2026-08-24T13:27:00+00:00,2026-08-24T13:27:00.003525+00:00,1.69,2026-08-24T13:33:00+00:00,atr_sell,-7.1006,-8.8757,-0.5917,False,False,False,-7.1006,atr_sell,-7.1006,atr_sell,1.0
2026-08-24,BTCT,2026-08-24T13:55:00+00:00,2026-08-24T13:55:00.494736+00:00,1.63,2026-08-24T15:11:00+00:00,atr_sell,36.1963,-2.454,68.0982,True,True,True,6.5,target,5.2607,trail,1.0
2026-08-24,BTCT,2026-08-24T15:28:00+00:00,2026-08-24T15:28:00.598358+00:00,2.38,2026-08-24T15:34:00+00:00,atr_sell,-11.3445,-13.0252,-0.4202,False,False,False,-10.084,hard_stop,-10.084,hard_stop,1.0
2026-08-24,BTCT,2026-08-24T16:06:00+00:00,2026-08-24T16:06:00.301511+00:00,2.31,2026-08-24T17:01:00+00:00,atr_sell,-6.4935,-6.9264,4.7619,False,False,False,-6.4935,atr_sell,-6.4935,atr_sell,1.0
2026-08-24,BTCT,2026-08-24T17:29:00+00:00,2026-08-24T17:29:00.001103+00:00,2.09,2026-08-24T17:56:00+00:00,atr_sell,-4.3062,-4.3062,5.2632,True,False,False,0.3469,atr_sell,3.9354,trail,1.0
2026-08-24,BTCT,2026-08-24T18:48:00+00:00,2026-08-24T18:48:04.154702+00:00,1.95,2026-08-24T19:23:00+00:00,atr_sell,-6.6667,-6.6667,0.5128,False,False,False,-6.6667,atr_sell,-6.6667,atr_sell,1.0
2026-08-24,BTCT,2026-08-24T19:47:00+00:00,2026-08-24T19:47:00.061639+00:00,1.87,2026-08-24T19:57:00+00:00,atr_sell,-3.7433,-3.7433,-0.5348,False,False,False,-3.7433,atr_sell,-3.7433,atr_sell,1.0
2026-08-26,CDTG,2026-08-26T19:28:00+00:00,2026-08-26T19:28:02.563357+00:00,1.3,,session_close,-2.3077,-3.0769,-0.7692,False,False,False,-2.3077,session_close,-2.3077,session_close,1.0
2026-08-27,CELU,2026-08-27T16:36:00+00:00,2026-08-27T16:36:00.198679+00:00,2.03,2026-08-27T17:11:00+00:00,atr_sell,-2.9557,-2.9557,7.8818,True,False,False,1.0222,atr_sell,5.2094,trail,1.0
2026-08-27,CELU,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.063753+00:00,2.13,2026-08-27T19:14:00+00:00,atr_sell,-7.0423,-7.9812,7.9812,True,False,False,-1.0211,atr_sell,4.6127,trail,1.0
2026-08-27,CELU,2026-08-27T19:42:00+00:00,2026-08-27T19:42:01.334896+00:00,2.14,,session_close,-2.3364,-5.1402,0.0,False,False,False,-2.3364,session_close,-2.3364,session_close,1.0
2026-08-26,CRE,2026-08-26T12:58:00+00:00,2026-08-26T12:58:00.245641+00:00,6.98,2026-08-26T13:03:00+00:00,atr_sell,-17.6218,-18.6246,2.0057,False,False,False,-10.1719,hard_stop,-10.1719,hard_stop,1.0
2026-08-26,CRE,2026-08-26T13:31:00+00:00,2026-08-26T13:31:00.100384+00:00,6.68,2026-08-26T15:02:00+00:00,atr_sell,1.1976,-15.2695,28.5928,True,True,True,6.5,target,6.6168,trail,1.0
2026-08-26,CRE,2026-08-26T16:20:00+00:00,2026-08-26T16:20:00.032365+00:00,6.3,2026-08-26T16:33:00+00:00,atr_sell,-4.4444,-4.7619,1.746,False,False,False,-4.4444,atr_sell,-4.4444,atr_sell,1.0
2026-08-26,CRE,2026-08-26T16:50:00+00:00,2026-08-26T16:50:03.164961+00:00,6.28,2026-08-26T18:45:00+00:00,atr_sell,-2.8662,-4.2994,6.5287,True,False,False,1.0669,atr_sell,4.6497,trail,1.0
2026-08-26,CRE,2026-08-26T19:25:00+00:00,2026-08-26T19:25:00.266263+00:00,6.23,,session_close,8.5072,-2.8892,10.2729,True,True,True,6.5,target,5.7103,trail,1.0
2026-08-24,DAIC,2026-08-24T15:55:00+00:00,2026-08-24T15:55:00.214528+00:00,2.28,2026-08-24T16:38:00+00:00,atr_sell,-15.7895,-22.807,18.4211,True,True,True,6.5,target,7.3246,trail,1.0
2026-08-24,DAIC,2026-08-24T16:57:00+00:00,2026-08-24T16:57:00.261108+00:00,2.64,2026-08-24T18:33:00+00:00,atr_sell,-6.8182,-16.6667,18.9394,True,True,True,6.5,target,5.3409,trail,1.0
2026-08-25,DAIC,2026-08-25T16:06:00+00:00,2026-08-25T16:06:00.328641+00:00,3.46,2026-08-25T17:14:00+00:00,atr_sell,-2.8902,-5.4913,21.3873,True,True,True,6.5,target,4.3786,trail,1.0
2026-08-25,DAIC,2026-08-25T18:03:00+00:00,2026-08-25T18:03:00.400137+00:00,3.66,2026-08-25T19:12:00+00:00,atr_sell,-3.8251,-5.1913,11.7486,True,True,True,6.5,target,5.0956,trail,1.0
2026-08-25,DAIC,2026-08-25T19:45:00+00:00,2026-08-25T19:45:00.370510+00:00,3.69,,session_close,4.336,-0.271,8.1301,True,True,False,6.5,target,4.939,trail,1.0
2026-08-26,DAIC,2026-08-26T12:35:00+00:00,2026-08-26T12:35:01.694955+00:00,5.88,2026-08-26T13:32:00+00:00,atr_sell,0.6803,-1.3605,13.4354,True,True,True,6.5,target,4.0306,trail,1.0
2026-08-26,DAIC,2026-08-26T17:59:00+00:00,2026-08-26T17:59:00.708416+00:00,5.26,,session_close,-3.8023,-9.6958,2.2814,False,False,False,-3.8023,session_close,-3.8023,session_close,1.0
2026-09-01,FLYE,2026-09-01T15:38:00+00:00,2026-09-01T15:38:00.465272+00:00,1.89,2026-09-01T16:53:00+00:00,atr_sell,5.8201,-2.6455,22.2222,True,True,True,6.5,target,8.3201,trail,1.0
2026-09-01,FLYE,2026-09-01T17:49:00+00:00,2026-09-01T17:49:01.716091+00:00,2.06,2026-09-01T19:18:00+00:00,atr_sell,6.7961,-1.9417,17.9612,True,True,True,6.5,target,4.9272,trail,1.0
2026-08-24,LUCY,2026-08-24T18:51:00+00:00,2026-08-24T18:51:00.619173+00:00,1.1,2026-08-24T19:12:00+00:00,atr_sell,-5.4545,-5.4545,-0.9091,False,False,False,-5.4545,atr_sell,-5.4545,atr_sell,1.0
2026-08-24,LUCY,2026-08-24T19:20:00+00:00,2026-08-24T19:20:00.988445+00:00,1.11,2026-08-24T19:39:00+00:00,atr_sell,-5.4054,-6.3063,-0.9009,False,False,False,-5.4054,atr_sell,-5.4054,atr_sell,1.0
2026-08-24,LUCY,2026-08-24T19:56:00+00:00,2026-08-24T19:56:00.913644+00:00,1.13,,session_close,-3.5398,-3.5398,-0.885,False,False,False,-3.5398,session_close,-3.5398,session_close,1.0
2026-08-27,MIMI,2026-08-27T15:30:00+00:00,2026-08-27T15:30:00.254017+00:00,2.69,2026-08-27T16:28:00+00:00,atr_sell,-2.974,-2.974,4.461,False,False,False,-2.974,atr_sell,-2.974,atr_sell,1.0
2026-08-27,MIMI,2026-08-27T16:59:00+00:00,2026-08-27T16:59:00.853025+00:00,2.66,2026-08-27T18:09:00+00:00,session_close,-18.4211,-19.1729,5.2632,True,False,False,-2.5752,hard_stop,4.0038,trail,1.0
2026-08-31,NCRA,2026-08-31T16:25:00+00:00,2026-08-31T16:25:00.397911+00:00,3.05,2026-08-31T16:51:00+00:00,atr_sell,-9.8361,-10.8197,2.9508,False,False,False,-10.1639,hard_stop,-10.1639,hard_stop,1.0
2026-08-31,NCRA,2026-08-31T18:36:00+00:00,2026-08-31T18:36:02.717829+00:00,2.99,2026-08-31T18:50:00+00:00,atr_sell,-8.6957,-16.388,2.6756,False,False,False,-10.7023,hard_stop,-10.7023,hard_stop,1.0
2026-08-31,NCRA,2026-08-31T19:12:00+00:00,2026-08-31T19:12:02.357047+00:00,3.06,2026-08-31T19:34:00+00:00,atr_sell,-10.7843,-17.6471,-0.3268,False,False,False,-10.1307,hard_stop,-10.1307,hard_stop,1.0
2026-08-31,NCRA,2026-08-31T19:57:00+00:00,2026-08-31T19:57:03.370460+00:00,2.89,,session_close,-1.0381,-1.3841,2.7682,False,False,False,-1.0381,session_close,-1.0381,session_close,1.0
2026-08-24,PMI,2026-08-24T11:34:00+00:00,2026-08-24T11:34:00.855962+00:00,4.37,2026-08-24T11:46:00+00:00,atr_sell,-1.6018,-2.0595,0.2288,False,False,False,-1.6018,atr_sell,-1.6018,atr_sell,1.0
2026-08-24,PMI,2026-08-24T12:02:00+00:00,2026-08-24T12:02:02.082785+00:00,4.34,2026-08-24T12:36:00+00:00,atr_sell,-0.9217,-1.8433,2.3041,False,False,False,-0.9217,atr_sell,-0.9217,atr_sell,1.0
2026-08-24,PMI,2026-08-24T12:50:00+00:00,2026-08-24T12:50:03.990114+00:00,4.32,2026-08-24T12:56:00+00:00,atr_sell,-1.8519,-2.0833,0.2315,False,False,False,-1.8519,atr_sell,-1.8519,atr_sell,1.0
2026-08-24,PMI,2026-08-24T13:17:00+00:00,2026-08-24T13:17:00.592729+00:00,4.38,2026-08-24T13:31:00+00:00,atr_sell,-1.5982,-1.8265,4.1096,False,False,False,-1.5982,atr_sell,-1.5982,atr_sell,1.0
2026-08-24,PMI,2026-08-24T15:58:00+00:00,2026-08-24T15:58:00.551569+00:00,4.35,2026-08-24T17:01:00+00:00,atr_sell,3.6782,-2.9885,12.4138,True,True,True,6.5,target,4.1092,trail,1.0
2026-08-24,PMI,2026-08-24T17:42:00+00:00,2026-08-24T17:42:00.137546+00:00,4.63,2026-08-24T17:58:00+00:00,atr_sell,-3.4557,-3.4557,-0.216,False,False,False,-3.4557,atr_sell,-3.4557,atr_sell,1.0
2026-08-24,PMI,2026-08-24T18:17:00+00:00,2026-08-24T18:17:00.122862+00:00,4.51,2026-08-24T18:34:00+00:00,atr_sell,-1.1086,-1.1086,0.2217,False,False,False,-1.1086,atr_sell,-1.1086,atr_sell,1.0
2026-08-24,PMI,2026-08-24T18:43:00+00:00,2026-08-24T18:43:00.203558+00:00,4.62,2026-08-24T18:59:00+00:00,atr_sell,-3.0303,-4.329,-0.4329,False,False,False,-3.0303,atr_sell,-3.0303,atr_sell,1.0
2026-08-24,PMI,2026-08-24T19:14:00+00:00,2026-08-24T19:14:00.205665+00:00,4.68,,session_close,11.7521,-3.8462,12.6068,True,True,True,6.5,target,5.4915,trail,1.0
2026-08-25,PMI,2026-08-25T16:21:00+00:00,2026-08-25T16:21:00.067792+00:00,7.76,2026-08-25T18:16:00+00:00,atr_sell,17.5258,-1.8041,43.0412,True,True,True,6.5,target,6.9459,trail,1.0
2026-08-25,PMI,2026-08-25T18:41:00+00:00,2026-08-25T18:41:00.137993+00:00,9.83,2026-08-25T19:57:00+00:00,atr_sell,-4.1709,-7.4262,7.2228,True,False,False,0.4145,atr_sell,4.5346,trail,1.0
2026-08-27,PPCB,2026-08-27T13:33:00+00:00,2026-08-27T13:33:00.996009+00:00,4.13,2026-08-27T13:50:00+00:00,atr_sell,-19.8547,-25.6659,-0.2421,False,False,False,-10.1695,hard_stop,-10.1695,hard_stop,1.0
2026-08-27,PPCB,2026-08-27T15:00:00+00:00,2026-08-27T15:00:02.136566+00:00,2.84,2026-08-27T15:39:00+00:00,atr_sell,-8.4507,-9.8592,3.169,False,False,False,-8.4507,atr_sell,-8.4507,atr_sell,1.0
2026-08-27,PPCB,2026-08-27T17:53:00+00:00,2026-08-27T17:53:00.587918+00:00,2.14,2026-08-27T18:12:00+00:00,atr_sell,-3.271,-3.271,3.7383,False,False,False,-3.271,atr_sell,-3.271,atr_sell,1.0
2026-08-27,PPCB,2026-08-27T18:16:00+00:00,2026-08-27T18:16:00.119097+00:00,2.22,2026-08-27T18:59:00+00:00,atr_sell,-2.7027,-4.0541,1.3514,False,False,False,-2.7027,atr_sell,-2.7027,atr_sell,1.0
2026-08-27,PPCB,2026-08-27T19:11:00+00:00,2026-08-27T19:11:00.057224+00:00,2.28,,session_close,-2.193,-6.1404,4.386,False,False,False,-2.193,session_close,-2.193,session_close,1.0
2026-08-28,QNRX,2026-08-28T12:45:00+00:00,2026-08-28T12:45:00.502982+00:00,7.15,2026-08-28T18:05:00+00:00,atr_sell,-3.2168,-8.5315,15.1049,True,True,True,6.5,target,4.6678,trail,1.0
2026-09-01,RDAC,2026-09-01T17:47:00+00:00,2026-09-01T17:47:00.019615+00:00,6.41,2026-09-01T18:52:00+00:00,atr_sell,-4.0562,-4.0562,8.1123,True,True,False,6.5,target,4.1381,trail,1.0
2026-09-01,RDAC,2026-09-01T19:06:00+00:00,2026-09-01T19:06:00.703983+00:00,6.58,,session_close,-0.4559,-4.2553,3.9514,False,False,False,-0.4559,session_close,-0.4559,session_close,1.0
2026-08-31,RDHL,2026-08-31T14:40:00+00:00,2026-08-31T14:40:02.694482+00:00,1.13,2026-08-31T15:26:00+00:00,atr_sell,-5.3097,-7.0796,0.885,False,False,False,-5.3097,atr_sell,-5.3097,atr_sell,1.0
2026-08-31,RDHL,2026-08-31T17:03:00+00:00,2026-08-31T17:03:00.466251+00:00,1.1,2026-08-31T17:51:00+00:00,atr_sell,-6.3636,-6.3636,1.8182,False,False,False,-6.3636,atr_sell,-6.3636,atr_sell,1.0
2026-09-01,SSM,2026-09-01T12:52:00+00:00,2026-09-01T12:52:00.103711+00:00,3.8,2026-09-01T13:31:00+00:00,atr_sell,-2.6316,-3.4211,2.3684,False,False,False,-2.6316,atr_sell,-2.6316,atr_sell,1.0
2026-09-01,SSM,2026-09-01T13:38:00+00:00,2026-09-01T13:38:00.013530+00:00,4.0,2026-09-01T13:55:00+00:00,atr_sell,-7.25,-8.0,9.75,True,True,False,6.5,target,4.375,trail,1.0
2026-09-01,SSM,2026-09-01T14:44:00+00:00,2026-09-01T14:44:00.349362+00:00,4.09,2026-09-01T14:49:00+00:00,atr_sell,-5.6235,-6.846,1.956,False,False,False,-5.6235,atr_sell,-5.6235,atr_sell,1.0
2026-09-01,SSM,2026-09-01T15:27:00+00:00,2026-09-01T15:27:02.246693+00:00,3.92,2026-09-01T16:46:00+00:00,atr_sell,-0.5102,-1.5306,5.6122,True,False,False,2.2449,atr_sell,3.9031,trail,1.0
2026-09-01,SSM,2026-09-01T17:38:00+00:00,2026-09-01T17:38:08.983953+00:00,4.03,2026-09-01T17:55:00+00:00,atr_sell,-3.2258,-3.2258,0.0,False,False,False,-3.2258,atr_sell,-3.2258,atr_sell,1.0
2026-09-01,SSM,2026-09-01T18:32:00+00:00,2026-09-01T18:32:09.909305+00:00,3.97,,session_close,19.3955,-2.5189,24.937,True,True,True,6.5,target,8.7972,trail,1.0
2026-08-31,WETO,2026-08-31T16:21:00+00:00,2026-08-31T16:21:00.121548+00:00,10.7,2026-08-31T16:32:00+00:00,atr_sell,-10.0,-10.0,-1.6822,False,False,False,-10.0,atr_sell,-10.0,atr_sell,1.0
2026-08-31,WETO,2026-08-31T16:47:00+00:00,2026-08-31T16:47:00.029010+00:00,10.42,2026-08-31T17:25:00+00:00,atr_sell,-0.1919,-1.6315,13.4357,True,True,True,6.5,target,4.5633,trail,1.0
2026-08-27,WNW,2026-08-27T12:04:00+00:00,2026-08-27T12:04:00.411794+00:00,3.4,2026-08-27T12:31:00+00:00,atr_sell,-2.9412,-3.2353,0.8824,False,False,False,-2.9412,atr_sell,-2.9412,atr_sell,1.0
2026-08-25,WVVIP,2026-08-25T15:55:00+00:00,2026-08-25T15:55:00.522967+00:00,5.78,2026-08-25T16:13:00+00:00,atr_sell,-7.0934,-9.5156,6.9204,True,False,False,-1.0467,atr_sell,4.4896,trail,1.0
2026-08-25,WVVIP,2026-08-25T16:38:00+00:00,2026-08-25T16:38:01.778848+00:00,5.6,2026-08-25T16:43:00+00:00,atr_sell,-7.5,-8.5714,0.8929,False,False,False,-7.5,atr_sell,-7.5,atr_sell,1.0
2026-08-25,WVVIP,2026-08-25T19:42:00+00:00,2026-08-25T19:42:03.110480+00:00,3.5,,session_close,-4.8571,-8.2857,-0.8571,False,False,False,-4.8571,session_close,-4.8571,session_close,1.0
2026-08-24,XPON,2026-08-24T13:34:00+00:00,2026-08-24T13:34:00.057978+00:00,8.75,2026-08-24T14:09:00+00:00,atr_sell,-24.1143,-42.8571,1.2571,False,False,False,-10.0571,hard_stop,-10.0571,hard_stop,1.0
2026-08-24,XPON,2026-08-24T14:56:00+00:00,2026-08-24T14:56:00.226711+00:00,7.18,2026-08-24T16:25:00+00:00,atr_sell,1.532,-21.727,28.6908,True,True,True,6.5,target,5.5641,trail,1.0
2026-08-24,XPON,2026-08-24T17:32:00+00:00,2026-08-24T17:32:00.617511+00:00,7.22,2026-08-24T18:19:00+00:00,atr_sell,-3.8781,-7.0637,3.8781,False,False,False,-3.8781,atr_sell,-3.8781,atr_sell,1.0
2026-08-24,XPON,2026-08-24T18:52:00+00:00,2026-08-24T18:52:00.470706+00:00,7.4,2026-08-24T19:07:00+00:00,atr_sell,-5.6757,-7.5676,7.973,True,False,False,-0.3378,atr_sell,4.9324,trail,1.0
2026-08-26,XPON,2026-08-26T15:37:00+00:00,2026-08-26T15:37:00.315452+00:00,9.58,2026-08-26T16:14:00+00:00,atr_sell,-9.7077,-9.7077,-0.8351,False,False,False,-9.7077,atr_sell,-9.7077,atr_sell,1.0
2026-08-26,XPON,2026-08-26T17:34:00+00:00,2026-08-26T17:34:01.331290+00:00,8.29,2026-08-26T18:01:00+00:00,atr_sell,-2.5332,-3.1363,2.1713,False,False,False,-2.5332,atr_sell,-2.5332,atr_sell,1.0
2026-08-26,XPON,2026-08-26T18:48:00+00:00,2026-08-26T18:48:00.641832+00:00,8.43,2026-08-26T19:36:00+00:00,atr_sell,-0.3559,-2.6097,6.7616,True,False,False,2.3221,atr_sell,4.7539,trail,1.0
2026-08-26,XPON,2026-08-26T19:52:00+00:00,2026-08-26T19:52:00.328400+00:00,8.77,,session_close,3.6488,-2.5086,6.9555,True,False,False,4.3244,session_close,4.8375,trail,1.0
2026-08-31,YDDL,2026-08-31T12:12:00+00:00,2026-08-31T12:12:00.048820+00:00,2.39,2026-08-31T13:29:00+00:00,atr_sell,-0.4184,-4.1841,6.2762,True,False,False,2.2908,atr_sell,4.3828,trail,1.0
2026-08-31,YDDL,2026-08-31T13:35:00+00:00,2026-08-31T13:35:00.171569+00:00,2.57,2026-08-31T13:55:00+00:00,atr_sell,-13.2296,-14.3969,1.9455,False,False,False,-10.1167,hard_stop,-10.1167,hard_stop,1.0
2026-08-31,YDDL,2026-08-31T19:40:00+00:00,2026-08-31T19:40:00.885075+00:00,2.28,,session_close,-0.4386,-3.0702,0.4386,False,False,False,-0.4386,session_close,-0.4386,session_close,1.0
2026-08-26,YYGH,2026-08-26T12:57:00+00:00,2026-08-26T12:57:00.334133+00:00,1.95,2026-08-26T13:31:00+00:00,atr_sell,-4.1026,-4.6154,3.0769,False,False,False,-4.1026,atr_sell,-4.1026,atr_sell,1.0
2026-08-26,YYGH,2026-08-26T13:40:00+00:00,2026-08-26T13:40:00.202071+00:00,1.99,2026-08-26T13:57:00+00:00,atr_sell,-9.0452,-11.0553,3.5176,False,False,False,-10.0503,hard_stop,-10.0503,hard_stop,1.0
2026-08-26,YYGH,2026-08-26T14:33:00+00:00,2026-08-26T14:33:00.580863+00:00,1.95,2026-08-26T15:06:00+00:00,atr_sell,-2.5641,-2.5641,4.1026,False,False,False,-2.5641,atr_sell,-2.5641,atr_sell,1.0
2026-08-26,YYGH,2026-08-26T15:31:00+00:00,2026-08-26T15:31:00.000437+00:00,2.03,2026-08-26T16:32:00+00:00,atr_sell,-6.8966,-7.8818,2.9557,False,False,False,-6.8966,atr_sell,-6.8966,atr_sell,1.0
2026-08-26,YYGH,2026-08-26T17:24:00+00:00,2026-08-26T17:24:00.206168+00:00,1.93,2026-08-26T19:14:00+00:00,atr_sell,0.0,-1.5544,5.1813,True,False,False,2.5,atr_sell,3.7953,trail,1.0
2026-08-26,YYGH,2026-08-26T19:36:00+00:00,2026-08-26T19:36:00.656146+00:00,1.99,,session_close,7.0352,-2.0101,7.0352,True,False,False,6.0176,session_close,4.5101,trail,1.0
